Ticker,Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Enterprise Value,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Income,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Sales,P/B,ROA,Short Interest,Perf YTD,Book/sh,P/C,EPS next 5Y,ROE,52W High,Perf Year,Cash/sh,P/FCF,EPS past 3/5Y,ROIC,52W Low,Perf 3Y,Dividend Est.,EV/EBITDA,Sales past 3/5Y,Gross Margin,Perf 5Y,Dividend TTM,EV/Sales,EPS Y/Y TTM,Oper. Margin,ATR (14),Perf 10Y,Dividend Ex-Date,Quick Ratio,Sales Y/Y TTM,Profit Margin,RSI (14),Recom,Dividend Gr. 3/5Y,Current Ratio,EPS Q/Q,SMA20,Beta,Target Price,Payout,Debt/Eq,Sales Q/Q,SMA50,Rel Volume,Prev Close,Employees,LT Debt/Eq,Earnings,SMA200,Avg Volume,Price,IPO,Option/Short,EPS/Sales Surpr.,Trades,Volume,Change,Volatility Week,Volatility Month
CPRT,Copart Inc,Industrials,Specialty Business Services,USA,NASD,"NDX, S&P 500",19.16,1.61,0.08650000000000001,925810000.0,-0.0068000000000000005,28470000000.0,18.42,0.053099999999999994,-0.0006,845740000.0,-0.0665,24380000000.0,7.11,0.39,0.8388,0.04019999999999999,-0.098,1550000000.0,6.14,-0.0031,-0.0356,3.84,-0.21539999999999998,4640000000.0,3.24,0.16079999999999997,34030000.0,-0.2146,9.48,6.78,0.0259,0.1769,50.72 -39.38%,-0.3849,4.54,21.26,12.01% 16.72%,0.17550000000000002,29.97 2.62%,-0.2926,,12.71,9.90% 16.07%,0.4495,-0.0147,,5.26,0.056100000000000004,0.3657,0.95,4.0184,,7.37,0.0105,0.3348,36.87,2.21,- -,7.44,0.026699999999999998,-0.0433,1.01,40.57,0.0,0.01,0.0209,-0.0637,1.0,31.06,11600.0,0.01,May 21 AMC,-0.20670000000000002,8870000.0,30.75,"Mar 17, 1994",Yes / Yes,5.83% 3.54%,,8866730.0,-0.01,0.0256,0.032400000000000005
CRWD,Crowdstrike Holdings Inc,Technology,Software - Infrastructure,USA,NASD,"NDX, S&P 500",,-0.19,0.0353,254540000.0,0.0176,173820000000.0,109.45,0.2631,-0.0426,245570000.0,0.2137,170090000000.0,3.74,1.17,0.7121999999999999,0.030600000000000002,0.5456,-45210000.0,34.12,0.32409999999999994,-0.016399999999999998,2.13,0.31420000000000003,5090000000.0,37.51,-0.0045000000000000005,7510000.0,0.45659999999999995,18.21,37.85,0.2925,-0.011200000000000002,785.66 -13.09%,0.4174,18.04,121.44,6.21% -8.80%,-0.0083,342.72 99.23%,3.5186,,875.25,29.01% 40.64%,0.7489,1.9524000000000001,,33.39,0.7354,-0.0218,35.64,,,1.45,0.23170000000000002,-0.0089,58.72,1.57,- -,1.45,1.2428,0.0097,1.26,720.93,,0.18,0.2557,0.25579999999999997,0.65,691.53,10698.0,0.17,Jun 03 AMC,0.41009999999999996,3520000.0,682.8,"Jun 12, 2019",Yes / Yes,2.97% 1.67%,,2281027.0,-0.0126,0.057699999999999994,0.053899999999999997
CSCO,Cisco Systems Inc,Technology,Communication Equipment,USA,NASD,"DJIA, NDX, S&P 500",39.48,3.07,0.0024,3940000000.0,-0.0044,477310000000.0,25.32,0.1189,-0.016399999999999998,3930000000.0,0.1888,493670000000.0,2.22,1.17,0.8001,0.0158,0.546,12230000000.0,7.86,0.12210000000000001,-0.0034999999999999996,2.61,0.509,60750000000.0,9.77,0.09970000000000001,61950000.0,0.5721,12.4,28.68,0.1142,0.258,130.37 -7.11%,0.8602,4.22,40.49,-3.32% -0.69%,0.1759,63.93 89.43%,1.399,1.66 (1.37%),28.9,3.19% 2.82%,0.6353,1.2111,1.65 (1.36%),8.13,0.2597,0.2394,4.4,3.1715,"Jul 06, 2026",0.81,0.09210000000000002,0.20129999999999998,59.03,1.93,2.60% 2.67%,0.92,0.361,0.0024,1.0,130.9,0.6362,0.68,0.11960000000000001,0.1875,0.76,121.83,86200.0,0.42,May 13 AMC,0.48340000000000005,23760000.0,121.1,"Feb 16, 1990",Yes / Yes,2.43% 1.82%,,18126973.0,-0.006,0.037599999999999995,0.0373
CSX,CSX Corp,Industrials,Railroads,USA,NASD,"NDX, S&P 500",29.1,1.63,0.0018,1860000000.0,0.0123,88390000000.0,21.92,0.134,-0.0848,1850000000.0,0.07139999999999999,106630000000.0,1.62,0.49,0.789,0.0206,0.2104,3050000000.0,6.25,0.1887,0.005699999999999999,3.01,0.2826,14150000000.0,6.51,0.0698,38150000.0,0.3123,7.31,79.7,0.1351,0.2369,47.65 -0.18%,0.46869999999999995,0.6,46.42,-7.45% 5.15%,0.0947,31.80 49.59%,0.4682,0.55 (1.16%),16.24,-1.74% 5.89%,0.34590000000000004,0.4678,0.54 (1.14%),7.53,-0.0264,0.34590000000000004,0.94,4.329,"May 29, 2026",0.83,-0.0092,0.2155,62.12,2.08,9.14% 8.24%,0.97,0.2695,0.0258,1.2,46.6,0.3371,1.42,0.0172,0.0602,0.9,47.37,23000.0,1.37,Apr 22 AMC,0.2261,12660000.0,47.57,"Nov 03, 1980",Yes / Yes,10.54% -0.18%,,11359519.0,0.0043,0.0172,0.0206
CTAS,Cintas Corp,Industrials,Specialty Business Services,USA,NASD,"NDX, S&P 500",37.2,4.74,0.1444,400010000.0,-0.019799999999999998,70530000000.0,32.43,0.1107,-0.0001,342330000.0,0.07780000000000001,73260000000.0,2.93,1.24,0.6646,0.0349,-0.0926,1930000000.0,6.4,0.1124,0.0155,5.25,-0.0499,11030000000.0,14.73,0.1946,11940000.0,-0.06269999999999999,11.97,384.97,0.1106,0.4117,226.75 -22.26%,-0.2115,0.46,39.42,14.75% 16.77%,0.2601,161.16 9.38%,0.45530000000000004,1.75 (0.99%),24.14,9.60% 7.85%,0.4865,0.9984000000000001,1.80 (1.02%),6.64,0.0955,0.22949999999999998,4.69,6.46,"May 15, 2026",1.0,0.08710000000000001,0.1751,52.17,2.39,17.98% 19.51%,1.25,0.09939999999999999,0.0103,0.91,216.53,0.3544,0.61,0.08900000000000001,0.017,0.9,181.88,48300.0,0.55,Mar 25 BMO,-0.0592,2270000.0,176.28,"Aug 18, 1983",Yes / Yes,0.10% 0.73%,,2055242.0,-0.0308,0.0333,0.0248
CTSH,Cognizant Technology Solutions Corp,Technology,Information Technology Services,USA,NASD,"NDX, S&P 500",11.33,4.61,0.0049,474000000.0,-0.0195,24720000000.0,8.43,0.0828,-0.0163,471550000.0,0.1349,24300000000.0,0.92,1.38,1.0395,0.1277,-0.1358,2230000000.0,1.15,0.0824,0.0111,8.4,-0.37310000000000004,21410000000.0,1.64,0.11019999999999999,60210000.0,-0.3714,31.79,16.3,0.0915,0.14880000000000002,87.03 -40.06%,-0.35159999999999997,3.2,10.01,1.11% 12.13%,0.1394,45.48 14.71%,-0.1761,1.28 (2.46%),6.18,2.80% 4.86%,0.30870000000000003,-0.26780000000000004,1.28 (2.45%),1.14,-0.031,0.1577,2.09,-0.1344,"May 18, 2026",2.23,0.0655,0.1041,46.09,1.97,4.71% 7.10%,2.23,0.0361,-0.009899999999999999,0.82,72.55,0.27190000000000003,0.07,0.0583,-0.043899999999999995,0.94,51.18,351600.0,0.06,Apr 29 BMO,-0.2336,7170000.0,52.17,"Jun 19, 1998",Yes / Yes,4.38% -0.03%,,6732532.0,0.019299999999999998,0.0335,0.0401
DASH,DoorDash Inc,Consumer Cyclical,Internet Retail,USA,NASD,"NDX, S&P 500",71.73,2.1,0.1445,411550000.0,-0.0397,65610000000.0,33.75,0.7578,-0.008100000000000001,372770000.0,0.0101,63080000000.0,0.69,0.46,0.7585,0.046900000000000004,-0.0668,926000000.0,4.46,0.19149999999999998,-0.0227,3.84,-0.3165,14720000000.0,6.44,0.0556,17480000.0,-0.33509999999999995,23.39,11.25,0.48960000000000004,0.09960000000000001,285.50 -47.26%,-0.3048,13.39,37.45,- -,0.0692,143.30 5.08%,1.0807,,36.15,27.73% 36.58%,0.45020000000000004,-0.0232,,4.28,1.6738,0.059800000000000006,7.8,,,1.41,0.3096,0.0629,42.79,1.51,- -,1.41,-0.061200000000000004,-0.0415,1.8,247.17,0.0,0.32,0.3311,-0.0783,0.86,154.59,31400.0,0.31,May 06 AMC,-0.2616,4560000.0,150.58,"Dec 09, 2020",Yes / Yes,15.77% -2.78%,,3905511.0,-0.0259,0.052199999999999996,0.049699999999999994
DDOG,Datadog Inc,Technology,Software - Application,USA,NASD,"NDX, S&P 500",613.56,0.37,0.0911,330570000.0,-0.018000000000000002,81840000000.0,80.68,0.1747,-0.0579,323530000.0,0.1198,78360000000.0,4.15,0.58,0.8139,0.0437,0.8462999999999999,135670000.0,22.29,0.1833,0.004,2.49,0.5205,3670000000.0,20.51,0.0209,14140000.0,0.6906,11.21,17.2,0.1942,0.0393,278.70 -17.51%,0.8740000000000001,13.37,77.13,- -,0.0259,98.01 134.57%,1.3531,,707.94,26.95% 41.53%,0.7986,1.4078,,21.34,-0.21109999999999998,-0.006500000000000001,12.98,,,3.35,0.2954,0.0369,57.63,1.4,- -,3.35,1.1545999999999998,-0.006500000000000001,1.56,236.41,0.0,0.32,0.3215,0.29760000000000003,1.01,234.24,8100.0,0.31,May 07 BMO,0.5367999999999999,5680000.0,229.9,"Sep 19, 2019",Yes / Yes,18.16% 4.82%,,5708287.0,-0.018500000000000003,0.057300000000000004,0.053899999999999997
DXCM,Dexcom Inc,Healthcare,Medical Devices,USA,NASD,"NDX, S&P 500",32.24,2.34,0.0176,385900000.0,0.0344,29080000000.0,24.42,0.192,-0.0064,379080000.0,0.2868,28050000000.0,1.17,0.61,0.9751000000000001,0.045899999999999996,0.17329999999999998,930400000.0,6.04,0.23920000000000002,0.0066,3.2,0.11560000000000001,4820000000.0,9.84,0.139,17390000.0,0.1356,7.66,12.04,0.20800000000000002,0.35619999999999996,89.98 -16.24%,-0.09029999999999999,6.26,20.35,37.83% 10.55%,0.21530000000000002,54.11 39.29%,-0.4061,,21.71,17.01% 19.33%,0.6264,-0.24670000000000003,,5.82,0.7615000000000001,0.2145,2.86,3.1925,,1.64,0.16149999999999998,0.1931,62.85,1.39,- -,1.95,0.9220999999999999,0.0438,1.42,85.33,0.0,0.47,0.1505,0.14429999999999998,0.88,75.25,11100.0,0.46,Apr 30 AMC,0.1155,5430000.0,75.37,"Apr 14, 2005",Yes / Yes,20.27% 1.47%,,4760637.0,0.0016,0.0454,0.0425
EA,Electronic Arts Inc,Communication Services,Electronic Gaming & Multimedia,USA,NASD,"NDX, S&P 500",58.11,3.5,0.1024,250710000.0,0.0013,50970000000.0,21.24,0.0793,-0.0027,225080000.0,0.0154,49840000000.0,5.83,0.82,0.8212,0.043,0.0202,887000000.0,6.73,0.0339,-0.012199999999999999,5.12,-0.0012,7570000000.0,7.53,0.0696,9670000.0,-0.0052,26.98,17.1,0.0364,0.1349,204.88 -0.79%,0.3547,11.88,21.94,6.71% 4.11%,0.10369999999999999,146.97 38.31%,0.6163000000000001,0.76 (0.37%),32.51,1.51% 6.00%,0.7833,0.3886,0.76 (0.37%),6.58,-0.1704,0.1594,0.98,1.7002000000000002,"May 27, 2026",1.05,0.0172,0.11710000000000001,60.37,2.88,0.00% 8.31%,1.05,0.8506999999999999,0.0060999999999999995,0.64,209.5,0.2168,0.27,0.1365,0.0052,0.89,203.05,14600.0,0.26,May 05 AMC,0.0233,1890000.0,203.27,"Sep 20, 1989",Yes / Yes,-37.39% -5.68%,,1690326.0,0.0011,0.0048,0.0048
EXC,Exelon Corp,Utilities,Utilities - Regulated Electric,USA,NASD,"NDX, S&P 500",16.92,2.73,0.0008,1020000000.0,0.0101,47280000000.0,15.26,0.0621,0.0,1020000000.0,0.0438,97470000000.0,2.8,0.48,0.9179,0.0407,-0.0725,2780000000.0,1.91,0.0297,0.0034999999999999996,5.05,0.0677,24790000000.0,1.61,0.0245,41630000.0,0.0601,28.65,37.14,0.054400000000000004,0.09759999999999999,50.65 -8.77%,0.058899999999999994,1.24,,7.55% 6.36%,0.0358,42.18 9.55%,0.15789999999999998,1.68 (3.64%),10.95,8.34% -6.24%,0.2776,0.3815,1.64 (3.55%),3.93,0.0143,0.21030000000000001,0.91,0.873,"Jun 04, 2026",0.85,0.0458,0.1121,55.29,2.83,5.83% 0.90%,0.94,-0.004699999999999999,0.0218,0.31,49.56,0.585,1.76,0.0786,0.0013,0.77,45.51,20571.0,1.65,May 06 BMO,0.0088,8240000.0,46.21,"Jul 06, 1943",Yes / Yes,2.95% 4.56%,,6379461.0,0.0154,0.0181,0.018500000000000003
FANG,Diamondback Energy Inc,Energy,Oil & Gas E&P,USA,NASD,"NDX, S&P 500",216.63,0.89,0.30579999999999996,281310000.0,-0.0025,54050000000.0,11.06,-0.15,-0.2321,195280000.0,-0.0446,73940000000.0,1.21,6.2,0.6720999999999999,0.053899999999999997,0.0535,279000000.0,3.55,0.528,0.0709,3.61,0.19870000000000002,15220000000.0,1.48,0.004,10530000.0,0.2781,129.65,307.1,0.0911,0.0074,214.51 -10.43%,0.2866,0.63,11.46,-38.48% -,0.005600000000000001,134.30 43.06%,0.5422,4.34 (2.26%),7.47,15.93% 39.81%,0.33380000000000004,1.4344,4.15 (2.16%),4.86,-0.9457,0.3063,7.16,1.3780000000000001,"May 14, 2026",0.55,0.1809,0.0183,45.26,1.56,-23.57% 21.67%,0.56,-0.9839,-0.0338,0.4,234.17,0.6983,0.38,0.047400000000000005,-0.021,0.7,191.59,1762.0,0.36,May 04 AMC,0.1568,2910000.0,192.13,"Oct 12, 2012",Yes / Yes,13.18% 10.57%,,2032824.0,0.0028000000000000004,0.0331,0.032400000000000005
FAST,Fastenal Co,Industrials,Industrial Distribution,USA,NASD,"NDX, S&P 500",41.23,1.13,0.002,1150000000.0,-0.004699999999999999,53460000000.0,33.86,0.1047,-0.0225,1150000000.0,0.064,53600000000.0,3.13,0.33,0.8549,0.0248,0.024399999999999998,1300000000.0,6.33,0.1423,-0.0089,3.9,0.1378,8439999999.999999,13.4,0.2579,28460000.0,0.1605,3.48,173.25,0.1082,0.3385,50.63 -8.02%,0.0866,0.27,45.95,5.03% 7.95%,0.302,38.97 19.50%,0.6990999999999999,0.93 (2.00%),28.38,5.52% 7.75%,0.429,0.7852,0.92 (1.98%),6.35,0.1268,0.2025,1.0,3.24,"Apr 28, 2026",2.34,0.1094,0.1539,59.18,3.0,12.38% 11.97%,4.39,0.1358,0.0338,0.71,47.4,0.7998999999999999,0.11,0.12369999999999999,0.0317,0.63,46.39,24489.0,0.08,Apr 13 BMO,0.0471,7300000.0,46.57,"Aug 20, 1987",Yes / Yes,0.44% 0.24%,,4613557.0,0.0039000000000000003,0.020099999999999996,0.0208
FER,Ferrovial N. V,Industrials,Engineering & Construction,Netherlands,NASD,NDX,49.13,1.38,0.3636,728530000.0,0.0169,48960000000.0,49.63,0.201,0.0,458580000.0,0.0006,58610000000.0,6.01,0.24,0.3236,0.0070999999999999995,0.0748,995640000.0,4.49,-0.09269999999999999,-0.0043,2.24,0.024399999999999998,10900000000.0,7.06,0.0313,3250000.0,0.051500000000000004,9.63,9.76,0.08259999999999999,0.1471,74.79 -9.16%,0.3093,6.96,29.4,96.24% -,0.0548,50.10 35.61%,1.1762000000000001,1.12 (1.65%),35.51,11.04% 7.85%,0.10060000000000001,1.2275,1.29 (1.90%),5.38,-0.7143,0.10060000000000001,1.53,2.2584999999999997,"May 19, 2026",1.03,0.1013,0.09140000000000001,52.26,2.09,21.27% 23.66%,1.13,9.5324,0.0128,0.5,73.98,0.7648,1.82,0.0664,-0.0088,1.06,67.35,22609.0,1.62,Feb 25 AMC,0.0385,1450000.0,67.94,"Oct 21, 2010",Yes / Yes,- -1.83%,,1536365.0,0.0088,0.0258,0.0174
FTNT,Fortinet Inc,Technology,Software - Infrastructure,USA,NASD,"NDX, S&P 500",56.53,2.59,0.17059999999999997,734000000.0,0.011200000000000002,107190000000.0,42.79,0.0852,-0.0067,607640000.0,0.24309999999999998,104390000000.0,3.76,0.74,0.6981999999999999,0.0278,0.7534000000000001,1950000000.0,15.08,0.1414,-0.0045000000000000005,2.7,0.7929,7110000000.0,108.5,0.19269999999999998,16870000.0,0.8423,1.35,32.53,0.11380000000000001,1.3238999999999999,150.07 -2.51%,0.4391,4.5,44.01,31.56% 32.99%,1.3148,70.12 108.64%,1.0948,,44.21,15.46% 21.25%,0.8029999999999999,2.1952000000000003,,14.68,0.062400000000000004,0.3102,5.73,20.7062,,1.07,0.1575,0.2749,69.45,2.7,- -,1.15,0.2898,0.0646,1.09,113.32,0.0,0.5,0.20129999999999998,0.34240000000000004,0.77,145.06,15109.0,0.5,May 06 AMC,0.6525,6240000.0,146.3,"Nov 18, 2009",Yes / Yes,32.51% 6.72%,,4790574.0,0.0085,0.0454,0.042
GEHC,GE HealthCare Technologies Inc,Healthcare,Medical Devices,USA,NASD,"NDX, S&P 500",15.6,4.18,0.003,454890000.0,0.0079,29650000000.0,12.07,0.1069,0.08220000000000001,453540000.0,0.053200000000000004,38170000000.0,1.28,1.03,0.8822,0.0323,-0.079,1910000000.0,1.41,0.06280000000000001,-0.0187,3.03,-0.2284,20980000000.0,2.78,0.054000000000000006,14670000.0,-0.2053,23.45,12.98,0.09449999999999999,0.1924,89.77 -27.39%,-0.1085,5.02,19.52,2.53% 0.61%,0.09050000000000001,58.75 10.94%,-0.1672,0.11 (0.17%),11.22,3.99% 3.74%,0.3884,,0.14 (0.21%),1.82,-0.12359999999999999,0.1338,1.82,,"Apr 02, 2026",0.89,0.059699999999999996,0.091,53.62,1.62,- -,1.17,-0.3073,0.0271,0.81,78.62,0.0308,0.99,0.0741,-0.0134,0.66,64.51,54000.0,0.98,Apr 29 BMO,-0.1293,4840000.0,65.18,"Dec 15, 2022",Yes / Yes,-5.25% 1.76%,,3174462.0,0.0104,0.0276,0.0271
GILD,Gilead Sciences Inc,Healthcare,Drug Manufacturers - General,USA,NASD,"NDX, S&P 500",17.09,7.35,0.0014000000000000002,1240000000.0,-0.0276,155930000000.0,13.01,170.8588,-0.1822,1240000000.0,-0.056100000000000004,168200000000.0,1.43,-6.85,0.8878,0.0207,-0.1338,9220000000.0,5.23,-1.0070000000000001,-0.0149,3.88,0.035,29790000000.0,6.63,0.1635,25730000.0,0.0232,18.93,15.88,0.0911,0.43189999999999995,157.29 -20.15%,0.1208,7.91,15.24,23.06% 133.64%,0.2077,104.46 20.23%,0.613,3.24 (2.58%),11.39,2.83% 3.63%,0.7940999999999999,0.8262,3.19 (2.54%),5.65,0.5501,0.40409999999999996,3.57,0.48719999999999997,"Jun 15, 2026",1.77,0.0383,0.3094,40.4,1.52,2.67% 3.04%,1.97,0.5428999999999999,-0.032400000000000005,0.35,160.72,0.466,0.94,0.0509,-0.0555,0.78,125.87,17000.0,0.89,May 07 AMC,-0.0276,6620000.0,125.59,"Jan 22, 1992",Yes / Yes,6.31% 0.67%,,5199593.0,-0.0022,0.0349,0.0262
GOOG,Alphabet Inc,Communication Services,Internet Content & Information,USA,NASD,"NDX, S&P 500",27.32,13.11,0.5818,5460000000.0,-0.0208,4347600000000.0005,24.31,0.0349,-0.0003,5070000000.0,-0.1024,4315460000000.0,1.45,2.88,0.2726,0.0089,0.1881,160210000000.0,10.27,0.3172,0.0,2.21,0.1158,423170000000.0,9.06,0.2717,45220000.0,0.1414,39.51,34.28,0.1678,0.38880000000000003,404.47 -11.45%,1.0238,10.45,67.48,33.35% 29.82%,0.2804,163.33 119.29%,1.8803,0.86 (0.24%),26.06,12.78% 17.18%,0.6043,1.8494,0.85 (0.24%),10.2,0.4622,0.33630000000000004,10.69,8.957,"Jun 08, 2026",1.92,0.1777,0.3786,43.44,1.39,- -,1.92,0.8195999999999999,-0.0404,1.24,434.23,0.0768,0.2,0.2234,-0.0037,0.84,356.56,190820.0,0.19,Apr 29 AMC,0.16469999999999999,20420000.0,358.16,"Mar 27, 2014",Yes / Yes,90.44% 2.74%,,17217333.0,0.0045000000000000005,0.034,0.0264
GOOGL,Alphabet Inc,Communication Services,Internet Content & Information,USA,NASD,"NDX, S&P 500",27.44,13.11,0.521,5820000000.0,-0.024,4351290000000.0,24.41,0.0346,-0.0004,5800000000.0,-0.1067,4319149999999.9995,1.45,2.88,0.3887,0.0143,0.18989999999999999,160210000000.0,10.28,0.3176,0.0,2.81,0.1233,423170000000.0,9.1,0.2717,82910000.0,0.1491,39.51,34.31,0.1681,0.38880000000000003,408.61 -11.97%,1.0471,10.48,67.54,33.35% 29.82%,0.2804,162.00 122.02%,1.9091,0.86 (0.24%),26.08,12.78% 17.18%,0.6043,1.9601,0.85 (0.24%),10.21,0.4622,0.33630000000000004,10.68,8.811399999999999,"Jun 08, 2026",1.92,0.1777,0.3786,42.37,1.39,- -,1.92,0.8195999999999999,-0.044500000000000005,1.25,434.43,0.0768,0.2,0.2234,-0.0070999999999999995,0.82,357.77,190820.0,0.19,Apr 29 AMC,0.168,29470000.0,359.68,"Aug 19, 2004",Yes / Yes,90.52% 2.73%,,24021213.0,0.0053,0.0327,0.0262
HON,Honeywell International Inc,Industrials,Conglomerates,USA,NASD,"DJIA, NDX, S&P 500",31.23,7.05,0.001,633650000.0,0.0296,139600000000.0,19.22,0.09029999999999999,-0.041100000000000005,632990000.0,0.0108,166040000000.0,2.2,2.42,0.7847,0.0218,-0.0605,4510000000.0,3.52,0.0747,-0.012,3.3,0.1471,39660000000.0,10.27,0.060700000000000004,13820000.0,0.1293,21.45,11.27,0.0874,0.2916,248.18 -11.23%,0.0344,19.55,33.21,0.40% 1.83%,0.1039,186.76 17.96%,0.17800000000000002,4.75 (2.15%),17.88,1.84% 2.78%,0.38060000000000005,0.0384,4.63 (2.10%),4.19,-0.19,0.1956,6.97,1.1051,"May 15, 2026",1.1,0.0115,0.1137,49.47,1.96,4.88% 4.76%,1.39,-0.4216,-0.009899999999999999,0.86,251.87,0.6225,2.78,-0.069,-0.0073,1.1,219.12,101000.0,2.2,Apr 23 BMO,0.0345,4190000.0000000005,220.31,"Jan 01, 1927",Yes / Yes,5.50% -1.73%,,4603458.0,0.0054,0.0348,0.0298
IDXX,Idexx Laboratories Inc,Healthcare,Diagnostics & Research,USA,NASD,"NDX, S&P 500",41.27,13.59,0.0038,79240000.0,-0.0023,44240000000.0,33.85,0.13019999999999998,-0.1329,78580000.0,0.060899999999999996,45150000000.0,2.65,3.96,0.9322,0.0277,-0.0226,1100000000.0,9.95,0.1206,-0.0126,3.74,-0.20079999999999998,4450000000.0,28.56,0.3319,2180000.0,-0.1709,19.64,220.63,0.1277,0.7292000000000001,769.98 -27.16%,0.0645,2.54,40.98,17.66% 14.28%,0.5603,506.91 10.65%,0.218,,28.99,8.52% 9.72%,0.6211,-0.0404,,10.15,0.254,0.31679999999999997,16.77,5.310499999999999,,0.77,0.1308,0.2463,50.27,2.06,- -,1.06,0.1726,0.0063,1.53,714.36,0.0,0.71,0.1426,-0.0039000000000000003,0.89,557.91,11000.0,0.26,May 05 BMO,-0.1155,582.63K,560.88,"Jun 21, 1991",Yes / Yes,1.76% 2.00%,,516570.0,0.0053,0.028999999999999998,0.0285
INSM,Insmed Inc,Healthcare,Biotechnology,USA,NASD,NDX,,-5.74,0.0097,216520000.0,0.0385,21210000000.0,239.85,1.1449,-0.1999,214660000.0,-0.1707,20730000000.0,,-0.80,1.0185,0.0891,-0.2986,-1180000000.0,25.88,0.5614,0.0403,6.02,-0.48460000000000003,819560000.0,30.06,-0.6103999999999999,19130000.0,-0.4378,3.26,17.33,,-2.9446,212.75 -54.01%,0.01,5.64,,-17.91% -16.32%,-0.8227,90.39 8.25%,4.0179,,,35.20% 29.83%,0.8098000000000001,2.2552000000000003,,25.3,0.0342,-1.1777,5.99,7.9936,,4.1,1.1509,-1.4444,38.39,1.12,- -,4.47,0.46490000000000004,-0.0547,0.8,197.62,,1.06,2.2962000000000002,-0.21489999999999998,1.43,96.72,1664.0,1.04,May 07 BMO,-0.3663,3180000.0,97.85,"Feb 15, 1991",Yes / Yes,21.11% 1.71%,,4528996.0,0.011699999999999999,0.06309999999999999,0.0479
INTC,Intel Corp,Technology,Semiconductors,USA,NASD,"NDX, S&P 500",,-0.63,0.1551,5020000000.0,0.2561,626090000000.0,80.81,0.4228,-0.0001,4250000000.0,0.0356,651930000000.0,1.07,0.21,0.609,0.0318,1.7216999999999998,-3170000000.0,11.65,1.5796000000000001,0.0174,1.06,2.0547,53760000000.0,5.62,-0.016,134960000.0,2.3759,22.18,19.09,0.7561,-0.0301,132.75 -6.16%,4.9976,6.52,,- -,-0.0206,18.97 556.84%,2.7669,0.04 (0.04%),48.31,-5.71% -7.46%,0.359,1.1533,,12.13,0.8606999999999999,0.024700000000000003,9.48,2.888,"Aug 07, 2024",1.85,0.013600000000000001,-0.059000000000000004,62.43,2.53,- -,2.31,-2.8804000000000003,0.0958,2.21,99.98,,0.4,0.0718,0.3019,1.17,116.96,85100.0,0.39,Apr 23 AMC,1.3283,127270000.0,124.57,"May 03, 1973",Yes / Yes,1426.32% 9.33%,,148512656.0,0.06509999999999999,0.0902,0.07400000000000001
INTU,Intuit Inc,Technology,Software - Application,USA,NASD,"NDX, S&P 500",16.76,16.51,0.0216,274270000.0,-0.0675,75700000000.0,10.1,0.1501,-0.032,267630000.0,-0.2555,75820000000.0,0.65,3.54,0.8911,0.038900000000000004,-0.371,4580000000.0,3.62,0.1827,-0.001,2.43,-0.5822999999999999,20930000000.0,3.68,0.1208,10400000.0,-0.5821999999999999,75.21,11.16,0.1555,0.225,813.70 -65.99%,-0.6388,24.79,9.81,23.41% 14.60%,0.17170000000000002,273.27 1.27%,-0.3797,4.69 (1.70%),11.51,13.95% 19.65%,0.7764,-0.4139,4.64 (1.68%),3.62,0.3369,0.2747,18.85,1.5999,"Jul 09, 2026",1.45,0.1507,0.2191,32.59,1.56,15.21% 14.43%,1.45,0.1101,-0.14679999999999999,1.0,478.21,0.3043,0.33,0.10369999999999999,-0.2416,1.2,276.91,18200.0,0.29,May 20 AMC,-0.479,4280000.0,276.73,"Mar 12, 1993",Yes / Yes,1.83% 0.22%,,5142968.0,-0.0007000000000000001,0.0434,0.0492
ISRG,Intuitive Surgical Inc,Healthcare,Medical Instruments & Supplies,USA,NASD,"NDX, S&P 500",49.86,8.24,0.0067,354400000.0,-0.026099999999999998,145580000000.0,34.72,0.1333,-0.0222,351780000.0,-0.049100000000000005,141160000000.0,2.38,2.51,0.8559,0.0207,-0.1294,2980000000.0,13.76,0.1698,-0.012199999999999999,3.35,-0.2606,10580000000.0,8.34,0.1515,7270000.0,-0.2742,49.31,32.01,0.1458,0.1723,603.88 -31.93%,-0.19870000000000002,12.84,51.36,29.18% 21.79%,0.1705,396.68 3.63%,0.3106,,36.23,17.39% 18.22%,0.6628000000000001,0.4268,,13.34,0.20379999999999998,0.3045,12.64,4.7662,,3.59,0.2143,0.2815,40.42,1.89,- -,4.61,0.192,-0.0302,1.45,570.19,0.0,0.0,0.2296,-0.0727,0.8,412.9,17021.0,0.0,Apr 21 AMC,-0.16440000000000002,2170000.0,411.06,"Jun 13, 2000",Yes / Yes,17.83% 5.81%,,1737267.0,-0.0045000000000000005,0.0279,0.0288
